text,Food,Phenotype,label
"La miscela favorisce l'equilibrio dell'ecosistema intestinale. La miscela regola la funzionalità intestinale, ripristinando la normale microflora. La miscela influisce positivamente sul benessere dell'organismo. La miscela ripristina la naturale microflora dopo trattamento antibiotico/antimicotico. La miscela è utili nella digestione del lattosio.",<em>Streptococcus thermophilus</em> P18807,Reduction of gastro-intestinal discomfort,0
Lecithin helps to maintain normal function of cardo-vascular system.,Lecithin,maintenance of normal blood cholesterol concentrations,0
Long-chain omega-3 fatty acids EPA and DHA help maintain healthy levels of good cholesterol. Normal levels of good cholesterol are important for keeping your heart and blood vessels healthy. Long-chain omega-3 fatty acids EPA and DHA help maintain normal cholesterol levels.,Long chain omega-3 fatty acids EPA and DHA,maintenance of normal HDL-cholesterol concentrations,0
"Long-lasting energy.
Levels out the blood sugar increase after meals.
Low glycemic index.",Rye fibre,reduction of post-prandial glycaemic responses,1
Lowers cholesterol levels,Essential amino acids: 25 mg lysine chloride.,maintenance of normal blood LDL-cholesterol concentrations,2
Lowers the ageing process.,Hippophae rhamnoides-berry-oil-Sea buckthorn berry oil,protection of cells from premature aging,2
"Lutein helps maintain a healthy vision
Lutein–for maintenance of a healthy sight
Lutein–for maintenance of healthy eyes","Lutein 
(example from tagetes E or Calendula Officinalis)",maintenance of normal vision,0
"Lutein promotes healthy eye function. Lutein and zeaxanthin help protect the retina against oxidation / from oxidative stress. Lutein is a constituent of the macular pigment. Lutein and zeaxanthin are deposited naturally in the macula and lens. Lutein and zeaxanthin are highly and selectively accumulated in the macula and lens / in the retina Lutein contributes to eye health. Lutein helps maintain the normal function of the macula. Lutein contributes to a healthy macula and retina. Lutein – nutrition for the eyes. Lutein contributes to the protection of vision.
Lutein is important for macular pigment density. Lutein and zeaxanthin help protect the retina against oxidation / from oxidative stress. Lutein und zeaxanthin are natural antioxidants for the eye. Lutein helps fight free radicals in the eye. Lutein and zeaxanthin are natural filters of visible blue light. Lutein and zeaxanthin help protect the eye against harmful effects of light exposure. Lutein help protect the eye against visible light damage",Lutein,Maintenance of vision,2
Lycopene from tomato extract has an antioxidant effect. Lycopenes contained in this product have an antioxidant action/ ensure a protective effect on the organism/contribute to the protection of the cellular membranes from oxidation.,Lycopene (fromTomato extract),"protection of DNA, proteins and lipids from oxidative damage",2
"Lycopenes contained in this product ensure antioxidant action.
Ensure protective effect on the organism.
Contribute to the protection of the cellular membranes from oxidation.",Lycopene,"protection of DNA, proteins and lipids from oxidative damage",2
Lysine can contribute to the development and maintenance of the normal structure of bones.,L-Lysine,Maintenance of normal bone,0
"Lysine is an essential amino acid that is necessary for maintenance of the body/body tissues/body function.
Addition of lysine enhances of cereal protein quality",Lysine,Contribution to normal protein synthesis,1
"Lysine is an essential amino acid that is necessary for maintenance of the body/body tissues/body function.
Addition of lysine enhances of cereal protein quality",Lysine,Increase in calcium absorption leading to an increase in calcium retention,1
"Magnesium contributes to meeting the increased requirement for magnesium in pregnant women, so it could help the normal course of pregnancy and delivery and birth of a healthy baby.",Magnesium,Maintenance of normal blood pressure during pregnancy,1
"Magnesium contributes to the maintenance of hormonal health
Magnesium helps to maintain hormonal health.
Magnesium is an essential co-factor in fatty acid metabolism which impacts on hormonal health.",Magnesium,“Hormonal health”,0
Magnesium is necessary for normal blood clotting,Magnesium,blood coagulation,0
Maintains/restores the balance of intestinal flora Promotes intestinal comfort Strengthens resistance of organism Improves digestive health the natural defences; help/contribute/participate to strengthen the immune system.,Lactobacillus johnsonii BFE 6128,decreasing potentially pathogenic intestinal microorganisms,1
Maintenance and promotion of a normal blood pressure,Cocoa flavanols,maintenance of normal blood pressure,0
Maintenance of blood vessel wals strenght,Aronia melanocarpa (Common Name : Chokeberry ),“Vascular and vein health”,0
"Maintenance of healty bones /(natural)
/support to bone health /contributes to the maintenance of normal bone strength in post-menopausal women",Soy Isoflavones,Maintenance of bone mineral density,0
"Makes energy metabolism more effective.
Protects cell energy metabolism.
Reduces changes in energy metabolism caused by ageing.",L-carnitine,“energy metabolism”,1
"Makes smoother and softer skin.
Diminishes appearance of fine lines and wrinkles.
Increases skin hydration and suppleness.
Gives skin wellness and youthful appearance.
Stimulates cell repair.",Polyphenols and vitamins from pomegranate extract,“antioxidant and anti-aging properties”,1
"Mangosteen whole fruit juice/concentrate contains antioxidants
- [which may neutralise the damaging effects of free radicals in the body]
- [which contribute to the total antioxidant capacity within the body]
- [which offer protection from oxidative effects/damage within the body",Mangosteen (Garcinia mangostana L) fruits and extracts derived from the fruits,"protection of DNA, proteins and lipids from oxidative damage",2
"Maternal Health; Pregnancy and nursing
Clarification provided
The omega-3 fatty acids EPA and DHA help sustain pregnancy duration. Consumption of long chain omega-3 fatty acids increases breast milk DHA levels during nursing.Consumption of long chain omega-3 fatty acids during pregnancy and nursing increases the mother’s DHA stores. Maternal consumption of EPA and DHA during pregnancy may support neural and visual development in the unborn baby.",Long-chain Omega-3 fatty acids EPA and DHA,“Maternal health; pregnancy and nursing”,1
"May help the detoxification process. Possesses antioxidant activity. Can be considered as a detoxifying / purifying agent, due to its antioxidant properties. Provides antioxidant protection.","Grapefruit (Citrus paradisi Mact. = C. decumana L., C. grandis Osbeck ; Citrus maxima)","antioxidant activity, antioxidant content, and antioxidant properties",2
"Might help to protect the body tissues and cells from oxidative damage, viruses, heavy metals, toxines and free radicals, alergenes and radionuclids. Might helps to keep normal level of blood cholesterol, lipid and sugar. Might be useful in increasing the bioavailability of vitamins, minerals and nutritive substances from food. Balances the pH level of organism and it might rejuvenate the intestine peristaltic.",Zeolite - clinoptilolit,elimination of heavy metals,0
"Natural Blood Pressure Support”
“Provides peptides isolated from bonito to support healthy blood pressure levels.”
“Provides effective levels of well-researched, specific peptides for healthy blood pressure support.”
“Formulated to promote healthy blood pressure levels already within the normal range”
“A natural approach for blood pressure support”
“Bioactive peptides isolated from bonito fish support blood pressure health naturally.”
“Testing for LKPNM assures efficacy to help maintain blood pressure already within the normal range.”",Bonito protein peptide,maintenance of normal blood pressure,0
"Natural enhancer of immune system.
Supports the immune system.
Supports the immune response 
Support of the body's defence",Arabinoxylan,Stimulation of natural killer cell activity,1
"Natural sulphur, which helps build and renew connective tissue, reduce inflammation in joints and muscles
For healthy skin, hair and nails
Ensures elasticity of connective tissues
Improves the structure of skin, hair, nails and joints
ArthroStop Plus contains substances necessary for cartilage formation and functioning of joints
MSM help maintain joint functions
MSM helps improve joint mobility
Necessary for normal metabolism in joints",Sulphur,contribution to normal collagen formation,0
"Natural sulphur, which helps build and renew connective tissue, reduce inflammation in joints and muscles
For healthy skin, hair and nails
Ensures elasticity of connective tissues
Improves the structure of skin, hair, nails and joints
ArthroStop Plus contains substances necessary for cartilage formation and functioning of joints
MSM help maintain joint functions
MSM helps improve joint mobility
Necessary for normal metabolism in joints",Sulphur,maintenance of normal hair,0
"Necessary for normal growth, wholesome mental and physical development, a healthy nervous system, maintenance of memory and cognitive abilities, particularly in old age",Gamma – linolenic acid,Contribution to normal cognitive function,0
"Necessary for normal growth, wholesome mental and physical development, a healthy nervous system, maintenance of memory and cognitive abilities, particularly in old age",Wheat germ oil,contribution to normal cognitive function,0
Normal immune system function.,Quercus pedunculata-Buds-Oak,“contribution to body defences against external agents”,0
"Normalizes the bacterial flora in the intestine    
Balances and strengthen the bacterial flora in the intestine
Supports a healthy intestinal flora
(Helps to) strengthen the natural defences
Support gastrointestinal conditions during antibiotic treatment",<em>Lactobacillus rhamnosus</em> LB21 NCIMB 40564,Digestive health,0
Normalizes the bacterial flora in the intestine. Balances and strengthen the bacterial flora in the intestine. Supports a healthy intestinal flora (Helps to) strengthen the natural defences. Support gastrointestinal conditions during antibiotic treatment.,<em>Lactobacillus rhamnosus</em> LB21 NCIMB 40564,Decreasing potentially pathogenic intestinal microorganisms,0
Normalizes the bacterial flora in the intestine. Balances and strengthen the bacterial flora in the intestine. Supports a healthy intestinal flora (Helps to) strengthen the natural defences. Support gastrointestinal conditions during antibiotic treatment.,<em>Lactobacillus rhamnosus</em> LB21 NCIMB 40564,Reduction of mutans streptococci in the oral cavity,0
"Odra kiudaine beeta-glükaani tarbimine suurendab küllastustunnet ehk täiskõhutunnet. Odra kiudaine beeta-glükaani tarbimine pikendab küllastustunde ehk täiskõhutunde säilimist.
Clarification provided
Consuming barley beta-glucan increases satiety. Consuming oats beta-glucan prolongs the feeling of satiety.",Barley beta-glucan,increase in satiety leading to a reduction in energy intake,1
Omega-3 EPA and DHA support normal emotional wellbeing,EPA and DHA Omega-3 fatty acids,Enhancement of mood,0
Ornithine helps to normalize hepatic function through regulation of urea cycle.,Ornithine,contribution to the regulation of the urea cycle,0
PHGG contributes to lower cholesterol and trigyceride levels in the blood after the intake of fat-rich foods there by improve heart function.,PHGG,Maintenance of normal blood cholesterol concentrations,2
PHGG contributes to lower cholesterol and trigyceride levels in the blood after the intake of fat-rich foods there by improve heart function.,PHGG,Maintenance of normal blood concentrations of triglycerides,2
"PHGG promotes the growth of beneficial intestinal bacteria (probiotics) that are important for the maintenance of the natural digestive balance
PHGG supports the natural, beneficial microflora
PHGG contributes to proper digestive function by regulating the microflora and short chain fatty acid production.
PHGG helps promote healthy intestinal flora to support bowel function
PHGG helps maintain digestive balance by promoting “good bacteria” levels
PHGG helps to restore and maintain your natural digestive balance by stimulating the growth of beneficial intestinal flora
PHGG acts as a prebiotic to naturally nourish the beneficial bacteria found in your digestive system
PHGG stimulates the development of the intestinal flora
PHGG helps to maintain the natural balance of the intestinal flora
PHGG has a prebiotic effect
Thanks to the prebiotic activity of PHGG, the product has a gentle, effective and progressive action: it helps good development of the intestinal flora",Partially Hydrolysed Guar Gum (PHGG),decreasing potentially pathogenic gastro-intestinal microorganisms,0
"PSMIX® favorisce l'equilibrio dell'ecosistema intestinale. PSMIX® regola la funzionalità intestinale, ripristinando la normale microflora. PSMIX® influisce positivamente sul benessere dell'organismo. PSMIX® ripristina la naturale microflora dopo trattamento antibiotico/antimicotico. PSMIX® è utile nella digestione del lattosio.","PSMIX®, miscela di <em>Lactobacillus paracasei </em> I1688 e Lactobacillus salivarius I1794",Increasing IL-10 production,0
"Pantothenic acid supports healthy hormone balance.
Pantothenic acid is required for normal adrenal function",Pantothenic acid (B-5),adrenal function,0
Peptides help to control blood pressure / Bioactive peptides help to control blood pressure. Peptides help to control blood pressure and reduce arterial stiffness. / Bioactive peptides help to control blood pressure and help to reduce arterial stiffness. Helps to control blood pressure. Helps to improve arterial elasticity / Reduces arterial stiffness. Has a positive effect on arterial function.,"Peptides (isoleucine-proline-proline, IPP + valine-proline-proline, VPP)",maintenance of the elastic properties of the arteries,1
"Phosphate supplementation increases maximum oxygen uptake in endurance athletes
Phosphate supplementation aids aerobic performance in endurance athletes
Phosphate supplementation increases oxygen transport in endurance athletes",Sodium phosphate,increase in endurance capacity,1
"Phosphate supplementation increases maximum oxygen uptake in endurance athletes
Phosphate supplementation aids aerobic performance in endurance athletes
Phosphate supplementation increases oxygen transport in endurance athletes",Sodium phosphate,increase in endurance performance,1
"Phosphate supplementation increases maximum oxygen uptake in endurance athletes
Phosphate supplementation aids aerobic performance in endurance athletes
Phosphate supplementation increases oxygen transport in endurance athletes
Phosphate supplementation improves endurance performance in endurance athletes
Phosphate supplementation delays fatigue during intense exercise
Phosphate supplementation helps maintain endurance performance in endurance athletes
Phosphate supplementation delays time to exhaustion in endurance athletes",Sodium phosphate,increase in endurance capacity,1
"Phosphate supplementation increases maximum oxygen uptake in endurance athletes
Phosphate supplementation aids aerobic performance in endurance athletes
Phosphate supplementation increases oxygen transport in endurance athletes
Phosphate supplementation improves endurance performance in endurance athletes
Phosphate supplementation delays fatigue during intense exercise
Phosphate supplementation helps maintain endurance performance in endurance athletes
Phosphate supplementation delays time to exhaustion in endurance athletes",Sodium phosphate,increase in endurance performance,1
"Pitanga is a major dietary source of antioxidants
Antioxidants from dietary sources contribute to the protection against free radicals which cause cell damage
contributes to the protection of cells and tissues from oxidative damage
help strengthen our body's natural defences against oxidative stress",Pitanga,"protection of DNA, proteins and lipids from oxidative damage",2
Pitanga is a major dietary source of antioxidants/ Antioxidants from dietary sources contribute to the protection against free radicals which cause cell oxidation/ Contributes to the protection of cells and tissues from oxidation/ Help strengthen our body's natural defences against oxidative stress,Pitanga,"Protection of DNA, proteins and lipids from oxidative damage",2
Positive affect for protection of the lens,Folic Acid,maintenance of normal vision,2
"Power for muscles.
Increases nitric oxide production.",L-arginine hydrochloride,“Physical performance and condition”,1
"Precursor of prostaglandins which are associated with many of the body's metabolic functions (immune system, reduction of inflammation).",Echium oil,Reduction of inflammation,2
"Prevents the formation of lactic acid in muscles.
Prevents the muscles from tiring during exertion.
Reduces lactic acid production in muscles.",Pollen pistil extract + SOD,reduction of muscle fatigue during exercise,1
Probiotic - helps to strengthen your body's natural defences; helps to strengthen the natural defenses; helps to strengthen the natural defences of your body; contributes to enhance your body's resistance.,Lactobacillus acidophilus NCFM ATCC SD5221,Increasing numbers of gastro-intestinal microorganisms,1
Probiotic - reduces flatulences/ bloating,<em>Lactobacillus plantarum</em> 299v,reduction of flatulence and bloating,1
"Promote keratin formation.                         
Strength hair.                   
Hair is more resistant and thick.                          
Increase hair resistance.",Gélatine,Maintenance of normal structure and appearance of hair and nails,1
"Promotes good intestinal health.
Improves bowel function and gut comfort.",Guar gum partially hydrolyzed,changes in bowel function,1
"Promotes good intestinal health.
Improves bowel function and gut comfort.",Guar gum partially hydrolyzed,reduction of gastro-intestinal discomfort,1
"Promotes good intestinal health.
Improves bowel function and gut comfort.",Guar gum partially hydrolyzed,changes in short chain fatty acid (SCFA) production and/or pH in the gastro-intestinal tract,1
"Promotes the functioning of blood vessels (arteries, veins, capillaries), normalizes penetrability, health and elasticity of the blood vessel walls.",Rutin,improvement of endothelium-dependent vasodilation,0
Protects the cells; Antioxidant Properties; With Natural Fruit and Tea Antioxidants,Polyphenols from processed fruits and tea,"protection of DNA, proteins and lipids from oxidative damage",2
"Protects the eye from oxidative and photo-oxidative stress Protects the eye Antioxidant vitamin C, is associated with the health of the retina and lens, which can be damaged over the years by free radical damage e.g. caused by sunlight, smoke & pollution",Vitamin C,maintenance of vision,2
Protects the lens.,Vitamin E,maintenance of normal vision by protection of the lens of the eye,2
Protects the liver.,Sea buckthorn berry oil (cold-pressed),“Liver health”,2
"Prune juice help the maintenance of healthy body function.
Prune juice help with the maintenance of health in general
Prune juice helps maintain bowel regularity which can help to ensure a healthy digestion and bowel.
Prune juice is beneficial to the health of the stomach and digestive system.
Prune juice is good for healthy bowel function.
Prune juice is good for (regular) digestion
Prune juice has a natural laxative effect that can contribute to a healthy digestion and bowel.",Prune Juice,maintenance of normal bowel function,0
Purple grape juice is a major dietary source of antioxidants/ Antioxidants from dietary sources contribute to the protection against free radicals which cause cell damage/contributes to the protection of cells and tissues from oxidative damage/ help strengthen our body's natural defences against oxidative stress,Purple Grape Juice,"Protection of DNA, proteins and lipids from oxidative damage",2
Recognized for hunger feeling reduction,Glycomacropeptide,contribution to the maintenance or achievement of a normal body weight,2
Recognized for hunger feeling reduction,Glycomacropeptide,increase in satiety leading to a reduction in energy intake,2
"Recommandé lors de problèmes liés au cycle menstruel.
Soulage les douleurs liées au cycle menstruel.
A utiliser en cas de règles douloureuses.
Clarification provided
Oyster shells are rich source of calcium that alleviates the premenstrual syndrome/oyster shells are a rich source of calcium that reduces premenstrual pain and premenstrual water retention.",Coquille d'huître,reduction in the severity of symptoms related to the premenstrual syndrome,1
"Reconnu pour faciliter la digestion/Reconnu pour contribuer à un confort digestif/reconnu pour favoriser le transit par un effet de lest
Clarification provided
Traditionally used to facilitate the digestion / traditionally used to contribute to the digestive comfort / traditionally used to facilitate a good digestion / traditionally used to enhance le digestion by an effect of load","Plante : Pomme 
Malus communis (=syn. Pirus malus) (Apple) ",changes in bowel function,1
"Resistant starch helps favour a normal colon metabolism;
Resistant starch is a butyrogenic fibre, butyrate participates to a normal colonic functions and metabolism",Resistant starch,“Favours normal colon metabolism”,0
Royal jelly could promote the protection of the cells against certain harmful effects provoked by free radicals.,Royal jelly,"Protection of DNA, proteins and lipids from oxidative damage",2
"Sea buckthorn seed and pulp oil nourish the mucous membranes and help to maintain their normal structure and functioning.
Sea buckthorn seed and pulp oil moisturise dry mucous membranes.
Sea buckthorn seed and pulp oil strengthen and protect the mucous membranes of the stomach.",Sea buckthorn seed oil and pulp oil,“Mucous membranes”,0
Selenium is necessary for normal cardiovascular function.,Selenium,function of the heart and blood vessels,0
Silicon helps protect the brain; Silicon reduces aluminium accumulation in the brain,Silicon (as stabilized 0ligomeric orthosilicic acid (OSA),protection against aluminium accumulation in the brain,1
Silicon helps stimulate macrophages and increases circulating lymphocytes,Silicon (as stabilized 0ligomeric orthosilicic acid (OSA),stimulating macrophages and increasing circulating lymphocytes,1
"Silicon is required for healthy skin, hair and nails.
Silicon is beneficial for collagen formation in the skin; Silicon reduces the appearance of wrinkles as it stimulates the formation of collagen and helps improve skin elasticity;",Silicon and Silicon (as stabilized 0ligomeric orthosilicic acid (OSA),Maintenance of normal appearance and elasticity of the skin,1
"Silicon is required for healthy skin, hair and nails.
Silicon is beneficial for collagen formation in the skin; Silicon reduces the appearance of wrinkles as it stimulates the formation of collagen and helps improve skin elasticity;",Silicon and Silicon (as stabilized 0ligomeric orthosilicic acid (OSA),contribution to normal formation of collagen and connective tissue,1
Silicon is required for normal bone and connective tissue formation.,Silicon,maintenance of normal bone,0
Silicon is required for normal bone and connective tissue formation.,Silicon,contribution to normal formation of collagen and connective tissue,0
"Skeletal muscle represents the greatest store of glutamine in the body
-muscle tissue is an important source of glutamine
-high intensity exercise decreases plasma glutamine levels
-anaerobic training can deplete the glutamine pool
-prolonged exercise such as marathon running decreases glutamine levels
-supplementation can maintain glutamine levels during intense exercise
-can abolish the exercise related decline in glutamine stores
-enhances glutamine levels
-restores blood glutamine levels post exercise
-helps maintain optimal health after training
-helps keep athletes healthy after intense exercise
-optimizing blood glutamine levels helps enhance muscle adaptation to intense exercise
-reduced glutamine levels decreases the adaptive response to intense exercise
-helps enhance glycogen storage
-helps increase carbohydrate storage",Glutamine,faster restoration of muscle glycogen stores after strenuous exercise,1
"Skeletal muscle represents the greatest store of glutamine in the body/muscle tissue is an important source of glutamine/high intensity exercise decreases plasma glutamine levels
anaerobic training can deplete the glutamine pool/prolonged exercise such as marathon running decreases glutamine levels/supplementation can maintain glutamine levels during intense exercise/can abolish the exercise related decline
restores blood glutamine levels post exercise/helps maintain optimal health after training/helps keep athletes healthy after intense exercise/optimizing blood glutamine levels helps enhance muscle adaptation to intense exercise
/reduced glutamine levels decreases the adaptive response to intense exercise/helps enhance glycogen storage/helps increase carbohydrate storage",Glutamine,faster restoration of muscle glycogen stores after strenuous exercise,1
"Slower absorbing protein source to deliver essential amino acids to muscles for exercise recovery
Post-exercise consumption supports muscle anabolism",Casein,growth or maintenance of muscle mass,2
"Soodustab seedimist.
Clarification provided
Consumption of bran improves digestive function",Bran,“Digestive function”,1
"Soutient la circulation.
Stimule la circulation.
Aide à maîtriser le cholestérol.
Harmonise les fonctions cardio-vasculaires.
Stimule la diminution des triglycérides.
Clarification provided
Helps to control blood levels of cholesterol and triglycerides 
Contributes to a healthy cholesterol, triglycerides levels and healthy blood vessels.
Contributes to a normal blood pressure.",Germe de blé,maintenance of normal (fasting) blood concentrations of triglycerides,0
"Soutient la circulation.
Stimule la circulation.
Aide à maîtriser le cholestérol.
Harmonise les fonctions cardio-vasculaires.
Stimule la diminution des triglycérides.
Clarification provided
Helps to control blood levels of cholesterol and triglycerides 
Contributes to a healthy cholesterol, triglycerides levels and healthy blood vessels.
Contributes to a normal blood pressure.",Germe de blé,maintenance of normal blood cholesterol concentrations,0
"Squalen, in the sebum of the skin acts as antioxidant and protects the skin from damages produced by UV rays",squalene idrocarburo,"Protection of DNA, proteins and lipids from oxidative damage",2
Strengthens /supports /assists human energy reserves Supports the building of muscle Supports the building of muscle improves physical performance,Creatine,increase in endurance performance,1
"Strengthens the body’s defence system.
Increases immunity",Herbal yeast plasmolycate (saccharomyces cerevisiae),“Immune function/immune system”,1
"Sulfur-containing amino acids could contribute to the maintenance of the healthy structure of hair, nails and skin.;",L-Cystine/;cysteine,maintenance of normal skin,0
"Sulfur-containing amino acids could contribute to the maintenance of the healthy structure of hair, nails and skin.;",L-Methionine,maintenance of normal skin,0
"Supplementation helps improve exercise performance.
Helps reduce muscle fatigue.
Helps improve muscle work capacity.
Contributes to the increase of muscle buffering capacity, which is directly related to muscle carnosine stores.
Helps maintain optimal muscle pH during exercise.",Beta-alanine,increase in time to exhaustion,1
"Supplementing with HMB may help improve body composition
HMB supports maintenance of lean muscle mass
With proper diet and exercise, HMB can help support an increase in fat free mass.
HMB has been shown to increase lean muscle mass",HMB (B-hydroxy B-methylbutyrate monohydrate),increase in lean body mass,1
"Support for Healthy Blood Lipid Levels/ Natural Blood Lipid Support/ Policosanol supports healthy lipid metabolism/ Policosanol may promote LDL binding, uptake, and degradation/ Policosanol may help maintain healthy blood pressure levels already within normal range","Policosanol
[from sugarcane wax (Saccarum officinarum)]",maintenance of normal blood HDL-cholesterol concentrations,0
"Support for Healthy Blood Lipid Levels/ Natural Blood Lipid Support/ Policosanol supports healthy lipid metabolism/ Policosanol may promote LDL binding, uptake, and degradation/ Policosanol may help maintain healthy blood pressure levels already within normal range","Policosanol
[from sugarcane wax (Saccarum officinarum)]",maintenance of normal blood LDL-cholesterol concentrations,0
Support of normal bladder function,Apium graveolens,"“Kidneys health”, “urinary health”, “bladder health”, “health of lower urinary tract”, “blood health”, “elimination”, &quot;urinary system benefits&quot; and/or “supports/promotes the excretory function of the kidney”",0
Support of normal blood circulation,Arginine,Improvement of endothelium-dependent vasodilation,0
Support of normal blood circulation,Arginine,Maintenance of normal blood pressure,0
Support of normal blood circulation,Arginine,Normal red blood cell formation,0
Supports anti-aging through cellular health. Supports a healthy response to physiologic al stress. Supports healthy immune function. Protects DNA.,Astaxanthin from Haematococcus pluvialis,“Immune system”,2
Supports anti-aging through cellular health. Supports a healthy response to physiological stress. Supports healthy immune function. Protects DNA.,Astaxanthin from Haematococcus pluvialis,“Immune system”,2
Supports anti-aging through cellular health. Supports increased energylevels. Helps control excessive free radicals in the body. Supports ahealthy response to oxidative stress. Protects DNA from free radicals.,Astaxanthin from Haematococcus pluvialis,"protection of DNA, proteins and lipids from oxidative damage",1
Supports heart function and blood quality. Contributes to normal cholesterol. Contributes to the health of the cardiovascular system,Emblica officinalis FRUIT RIND,maintenance of normal blood LDL-cholesterol concentrations,0
Supports mental function. Helps maintain freedom from pain in the head. Improves the body's resistance to stress. Helps the body to deal with stress,Emblica officinalis FRUIT RIND,relief from stress-induced headache,1
Supports normal blood pressure Contributes to a normal blood pressure,Coenzyme Q10 (Ubiquinone); Normal cardiovascular function,maintenance of normal blood pressure,0
"Supports normal immune function
/supports body own defence mechanisms",Papain,“Immune function/immune system”,0
Supports the digestion and metabolism of sugars. Helps to maintain normal blood glucose level.,Emblica officinalis FRUIT RIND,Maintenance of normal blood glucose concentrations,0
"Supports the integrity and the fluidity of the cell membrane.
Plays an active role in the natural skin rejuvenation.
Maintains its suppleness and elasticity/improves cutaneous barrier function in the elderly people/helps maintain transepidermal water balance",Borago officinalis (Common Name : Borage),Maintenance of the barrier function of the skin,1
Supports the normal level of blood cholesterol.,Pure salmon oil 500 mg. D alpha tocopherol10 mg.-cps,Maintenance of normal blood LDL-cholesterol concentrations,0
Supports the normal synthesis of the conjunctive tissue of joints.,"Glucosamin 500 mg, chondroitin 440 mg, vit. PP 6 mg, Sodium selenit 4,8 mg.cps",Maintenance of normal joints,0
Synergistic combination for joint maintenance,"Methylsulfonylmethane (MSM)
in combination with glucosamine HCl",Maintenance of joints,0
"The antioxidant action of beta-caroten helps to neutralize free radicals and counteracts cellular ageing.
Beta-caroten is involved in body tissue protection from UV rays damage.",B-caroten,"protection of DNA, proteins and lipids from oxidative damage",2
"The antioxidant action of beta-caroten helps to neutralize free radicals and counteracts cellular ageing.
Beta-caroten is involved in body tissue protection from UV rays damage.",B-caroten,protection of the skin from UV-induced (including photo-oxidative) damage,2
"This fatty acids mix * improves tear quantity
This fatty acids mix * contributes to ocular comfort/visual comfort
This fatty acids mix * improves lachrymal functions
This fatty acids mix * decreases ocular dryness * linoleic acid and gamma-linolenic acid",The food component is a mix of linoleic acid and gamma-linolenic acid.,reduction of ocular dryness,1
To support the body's defense system. To support immnue system. To enhance organism resistance.,Glutamine,“immune function/immune system”,1
Traditionally used to enhance the renal elimination of water. Traditionally used to facilitate the elimination functions of the organism. Used to enhance the renal elimination of water. Used to facilitate the elimination functions of the organism. Used for the drainage of the organism. Diuretic effect. Stimulates the elimination function of the organism. Contributes to the functionary of the urinary tract.,Armorica rusticana - common name : Horseradish,improvement of diuretic function,1
Used to enhance the renal elimination of water. Used to facilitate the elimination functions of the organism. Used for the drainage of the organism. Stimulates the elimination function of the organism. Contributes to the functionary of the urinary tract.,Armorica rusticana - common name : Horseradish,improvement of diuretic function,1
Useful for normal prostate function.,SOIA ISOFLAVONI,Useful for normal prostate function.,0
"VitaGranate® Pomegranate Extract is an excellent source of pomegranate polyphenols, compounds that have been associated with the maintenance of cardiovascular health.",VitaGranate® Pomegranate Extract 40% Ellagic Acid,maintenance of normal blood cholesterol concentrations,0
Vitamin A protects against free-radical-induced muscle damage.,Vitamin A,"protection of DNA, proteins and lipids from oxidative damage",2
Vitamin D is needed for the normal / proper function of the thyroid. Vitamin D is needed for the proper regulation of blood calcium levels.,Vitamin D,thyroid function,0
Vitamin E is an antioxidant that protects the body's cells.,Vitamin E,maintenance of the normal function of the immune system,2
"WGP beta-glucan contributes to the normal function of the immune system. WGP beta-glucan naturally contributes to adequate immune responses. The daily dietary supplementation with WGP beta-glucan promotes the normal function of the immune system. WPG beta-glucan enhances the production and activity of the macrophages and neutrophiles. Thus, it plays an important role in the adequate function of the immune system. WGP beta-glucan contributes to maitain the normal function of upper respiratoy tract.","WGP beta-glucan;(WGP® (1,3)-b-D-glucan);(from Saccharomy-ces cerevisiae)",maintenance of the upper respiratory tract defence against pathogens by maintaining immune defences,1
Water-soluble dietary fibres as a part of the healthy diet support the maintenance of normal blood cholesterol level.,Water- soluble dietary fibre,maintenance of normal blood cholesterol concentrations,0
"Wheat dextrin helps to improve the absorption of calcium and magnesium; two minerals that are essential for healthy muscles and bones.
Wheat dextrin improves magnesium and calcium absorption and retention.
Wheat dextrin helps increase the absorption and retention of certain vital nutrients and promotes overall good health.",Wheat Dextrin,increase in magnesium and/or calcium retention,1
Whey protein essential amino acids aid muscle maintenance and growth,Whey Protein,growth or maintenance of muscle mass,0
"Whey protein hydrolysate enhances muscle recovery.
Glutamine-rich whey protein enhances muscle recovery.",Whey protein Hydrolysate,faster recovery from muscle fatigue after exercise,1
"Xanthohumol protects body cells from harmful free radicals which damage cells, protects them from oxidation induced cell stress and reinforces cell protection.",xanthohumol,"Protection of DNA, proteins and lipids from oxidative damage",2
"Zur natürlichen Unterstützung und Regulierung der Verdauung, insbesondere bei der Neigung zu Blähungen, Sodbrennen, hartem oder ungeformtem Stuhl.
Verbessert die Verdauung.
Clarification provided
Naturally supports and regulates the digestive system, especially relating to excessive flatulence or gas, or a tendency towards loose stool, constipation or heart burn.
Improves the digestion.","–Papayafruchtfleisch (CARICOL®)–ballaststoffreiche Fruchtzubereitung, hergestellt aus dem Fruchtfleisch baumgereifter Papayafrüchte nach einem international patentierten Verfahren (PCT/IB2003/005476).––CARICOL® ist eine international geschützte Marke (820",reduction of gastro-intestinal discomfort,1
